Property_ID,Deal_ID,Address,City,State,Asset_Type,Allocated_Loan_Amount,Appraised_Value,Property_NOI,Cap_Rate
HRE-1112-P2,HRE-1112,925 Wall Drives,Torresberg,KY,Senior Housing,6600000,10150000,625613,0.0616
HRE-1112-P3,HRE-1112,325 Susan Ville,East Jeffrey,MI,Senior Housing,3600000,5550000,329776,0.0594
HRE-1112-P4,HRE-1112,215 Watkins Trail,West Briannachester,TN,Senior Housing,750000,1150000,70166,0.061
HRE-1112-P5,HRE-1112,250 Clark Street,Josephshire,SD,Senior Housing,2700000,4150000,242773,0.0585
HRE-1113-P1,HRE-1113,241 Peter Parks,Sawyerberg,MD,Life Science,9600000,15500000,895256,0.0578
HRE-1114-P1,HRE-1114,846 Walker Route,Marisaville,GA,Skilled Nursing,50000,100000,5993,0.0599
HRE-1114-P2,HRE-1114,861 Sean Drives,Jamesville,IA,Skilled Nursing,1900000,2850000,180691,0.0634
HRE-1114-P3,HRE-1114,911 Allison Pine,Josephville,AR,Skilled Nursing,1150000,1750000,112843,0.0645
HRE-1114-P4,HRE-1114,816 Shannon Port,South Robertland,OK,Skilled Nursing,7200000,10900000,662058,0.0607
HRE-1114-P5,HRE-1114,328 Johns Cove,Lake Heiditon,LA,Skilled Nursing,550000,800000,48625,0.0608
HRE-1114-P6,HRE-1114,796 Smith Walk,Mckinneychester,KY,Skilled Nursing,15850000,24000000,1364191,0.0568
HRE-1115-P1,HRE-1115,658 Brandy Manors,Sarahstad,WV,Life Science,3400000,5000000,319905,0.064
HRE-1116-P1,HRE-1116,801 Jeremy Landing,New Taylorville,IL,Life Science,21200000,33700000,2063028,0.0612
HRE-1117-P1,HRE-1117,283 Johnson Square,East Jessicaborough,FL,Life Science,2150000,3300000,185718,0.0563
HRE-1117-P2,HRE-1117,156 Hartman Circles,Port Christinebury,NE,Life Science,11950000,18400000,1076613,0.0585
HRE-1117-P3,HRE-1117,158 Amy Ports,New Darrylshire,HI,Life Science,2700000,4200000,232103,0.0553
HRE-1118-P1,HRE-1118,521 Kathryn Stream,Port Vanessaburgh,MN,Life Science,1850000,3000000,194621,0.0649
HRE-1118-P2,HRE-1118,122 Banks Dale,Port Joseph,PA,Life Science,5400000,8900000,490872,0.0552
HRE-1118-P3,HRE-1118,260 Douglas Common,Abigailborough,TX,Life Science,7700000,12600000,723582,0.0574
HRE-1118-P4,HRE-1118,348 Alicia Rapid,Kellyfort,IN,Life Science,2450000,4000000,233627,0.0584
HRE-1118-P5,HRE-1118,104 Aaron Radial,Lake Jesushaven,IL,Life Science,3300000,5450000,349400,0.0641
HRE-1119-P1,HRE-1119,506 Christopher Course,West Scott,NE,Senior Housing,5300000,8100000,492958,0.0609
HRE-1120-P1,HRE-1120,966 Barnes View,Bobbyville,KS,Medical Office,4400000,6300000,375623,0.0596
HRE-1120-P2,HRE-1120,975 Patrick Route,Melvinshire,ND,Medical Office,1400000,2000000,119560,0.0598
HRE-1120-P3,HRE-1120,195 Joseph Trail,Port Thomas,CA,Medical Office,900000,1300000,77698,0.0598
HRE-1120-P4,HRE-1120,617 Jacobs Plain,East Josephstad,WY,Medical Office,1450000,2100000,120505,0.0574
HRE-1120-P5,HRE-1120,491 Snyder Center,Emilyfort,FM,Medical Office,2400000,3400000,220498,0.0649
HRE-1120-P6,HRE-1120,927 Phillips Path,Lake Erin,GA,Medical Office,1200000,1700000,108102,0.0636
HRE-1120-P7,HRE-1120,292 Brandon Shore,East Brittany,OK,Medical Office,3000000,4300000,247869,0.0576
HRE-1121-P1,HRE-1121,420 Schultz Rapid,Lake Christian,IL,Medical Office,18300000,26100000,1574964,0.0603
HRE-1122-P1,HRE-1122,411 Susan Freeway,Robinsonmouth,MT,Medical Office,16800000,27500000,1673435,0.0609
HRE-1123-P1,HRE-1123,821 Joseph Canyon,Larabury,RI,Medical Office,800000,1250000,73217,0.0586
HRE-1123-P2,HRE-1123,657 English Manors,North Mark,NH,Medical Office,900000,1400000,77036,0.055
HRE-1123-P3,HRE-1123,482 Paula Lights,Port Scottfort,TN,Medical Office,2250000,3500000,201910,0.0577
HRE-1123-P4,HRE-1123,287 Johnny Pike,Ryanmouth,MA,Medical Office,3650000,5700000,347946,0.061
HRE-1123-P5,HRE-1123,570 Anderson Curve,Port Derekton,NJ,Medical Office,7900000,12350000,791390,0.0641
HRE-1124-P1,HRE-1124,315 Frank Trail,West Samantha,NJ,Medical Office,8500000,14000000,827229,0.0591
HRE-1125-P1,HRE-1125,583 Lonnie Island,Lake Jonathanside,NC,Skilled Nursing,19300000,30600000,1703015,0.0557
HRE-1126-P1,HRE-1126,451 Paula Fall,Thomasmouth,AR,Senior Housing,19500000,31500000,1834395,0.0582
HRE-1127-P1,HRE-1127,815 Petersen Port,Alanton,VT,Medical Office,8500000,13500000,779544,0.0577
HRE-1128-P1,HRE-1128,336 Christopher Brook,Fischerton,MT,Senior Housing,10500000,15900000,911536,0.0573
HRE-1129-P1,HRE-1129,320 Edward Islands,Ernestchester,NJ,Medical Office,10300000,15800000,994530,0.0629
HRE-1130-P1,HRE-1130,539 Justin Stream,Smithchester,MP,Skilled Nursing,450000,700000,39637,0.0566
HRE-1130-P2,HRE-1130,514 Harris Via,Andrewchester,NV,Skilled Nursing,4000000,6250000,370519,0.0593
HRE-1130-P3,HRE-1130,560 John Brook,Robertsview,MT,Skilled Nursing,8350000,13000000,744743,0.0573
HRE-1130-P4,HRE-1130,601 Christie Key,West Joseph,ID,Skilled Nursing,6900000,10800000,662831,0.0614
HRE-1130-P5,HRE-1130,307 Natasha Walk,Abigailmouth,UT,Skilled Nursing,400000,600000,33984,0.0566
HRE-1130-P6,HRE-1130,824 Howell Ferry,Port Victoriaville,OK,Skilled Nursing,5700000,8900000,528540,0.0594
HRE-1130-P7,HRE-1130,258 Christopher Fords,Tammymouth,MO,Skilled Nursing,500000,750000,42328,0.0564
HRE-1130-P8,HRE-1130,312 Margaret Green,New Tasha,SD,Skilled Nursing,4500000,7000000,408696,0.0584
HRE-1131-P1,HRE-1131,423 Tony Camp,Oliviaton,DE,Skilled Nursing,7100000,10400000,607326,0.0584
HRE-1132-P1,HRE-1132,445 Logan Burgs,New Anthonyberg,MT,Senior Housing,16900000,24200000,1469539,0.0607
HRE-1133-P1,HRE-1133,208 Peter Curve,East Brian,DC,Senior Housing,10500000,14600000,850954,0.0583
HRE-1133-P2,HRE-1133,492 James Roads,Elizabethton,IL,Senior Housing,4050000,5600000,315846,0.0564
HRE-1133-P3,HRE-1133,111 Bolton Ranch,New Patrick,NE,Senior Housing,11700000,16300000,961031,0.059
HRE-1133-P4,HRE-1133,384 Lucas View,Frankhaven,IA,Senior Housing,650000,850000,47692,0.0561
HRE-1134-P1,HRE-1134,655 Sara Ridges,South Michael,IN,Medical Office,5250000,8350000,492080,0.0589
HRE-1134-P2,HRE-1134,849 Farmer Skyway,Lake Ericshire,WY,Medical Office,16300000,25850000,1501865,0.0581
HRE-1134-P3,HRE-1134,154 Wood Trail,Piercemouth,ND,Medical Office,12300000,19500000,1167511,0.0599
HRE-1134-P4,HRE-1134,779 Melissa Forge,South Frank,CT,Medical Office,2150000,3400000,209947,0.0617
HRE-1135-P1,HRE-1135,566 Crystal Plains,Lake Brianport,DE,Senior Housing,10100000,14400000,933870,0.0649
HRE-1136-P1,HRE-1136,589 Danielle Islands,Karenview,VT,Senior Housing,13800000,22200000,1307706,0.0589
HRE-1137-P1,HRE-1137,132 Harold Course,Evansstad,WY,Medical Office,10450000,15400000,899241,0.0584
HRE-1137-P2,HRE-1137,169 Yates Harbors,Lake Gabriella,CT,Medical Office,1150000,1700000,94173,0.0554
HRE-1137-P3,HRE-1137,528 Tyler Fork,Lake Jeffrey,GA,Medical Office,550000,800000,51135,0.0639
HRE-1137-P4,HRE-1137,928 Corey Plain,Lake Tracy,KY,Medical Office,750000,1150000,66252,0.0576
HRE-1137-P5,HRE-1137,948 Davis Canyon,Allisonborough,MT,Medical Office,2250000,3250000,190738,0.0587
HRE-1137-P6,HRE-1137,622 Burgess Points,New Jamesberg,ME,Medical Office,2250000,3350000,201874,0.0603
HRE-1137-P7,HRE-1137,858 Weaver Drives,Marytown,PR,Medical Office,2850000,4200000,232774,0.0554
HRE-1137-P8,HRE-1137,603 Michael Trafficway,Port John,CA,Medical Office,1850000,2700000,169481,0.0628
HRE-1138-P1,HRE-1138,590 Corey Trafficway,West Laurie,PR,Skilled Nursing,12000000,19000000,1113410,0.0586
HRE-1139-P1,HRE-1139,153 Richard Stravenue,New Joseph,GU,Senior Housing,4500000,6900000,385091,0.0558
HRE-1140-P1,HRE-1140,350 Woodard Trafficway,East Karen,CT,Life Science,6900000,10900000,703916,0.0646
HRE-1141-P1,HRE-1141,374 Robert Islands,Amberfurt,SC,Medical Office,6700000,10000000,575414,0.0575
HRE-1142-P1,HRE-1142,110 Patricia Mews,South Melanietown,NM,Skilled Nursing,4750000,7050000,421570,0.0598
HRE-1142-P2,HRE-1142,505 Bernard Plain,Careyfort,HI,Skilled Nursing,4000000,5950000,334078,0.0561
HRE-1142-P3,HRE-1142,757 Rogers Forges,Reginaview,NM,Skilled Nursing,1150000,1750000,111972,0.064
HRE-1142-P4,HRE-1142,212 William Course,West Gerald,KS,Skilled Nursing,6100000,9150000,529485,0.0579
HRE-1143-P1,HRE-1143,352 Michael Mills,Aliciabury,AS,Skilled Nursing,14100000,19900000,1116538,0.0561
HRE-1144-P1,HRE-1144,170 Jason Station,North Josephview,SC,Senior Housing,7950000,13100000,729545,0.0557
HRE-1144-P2,HRE-1144,162 Morse Place,Toddchester,NC,Senior Housing,2400000,3900000,218381,0.056
HRE-1144-P3,HRE-1144,445 Cynthia Stravenue,Ericbury,MN,Senior Housing,100000,200000,11302,0.0565
HRE-1144-P4,HRE-1144,739 King Harbor,Monicaburgh,NJ,Senior Housing,4100000,6700000,377957,0.0564
HRE-1144-P5,HRE-1144,938 Omar Underpass,Port Frankton,KS,Senior Housing,2050000,3350000,205435,0.0613
HRE-1144-P6,HRE-1144,707 Melvin Creek,New Joel,NY,Senior Housing,500000,850000,47691,0.0561
HRE-1144-P7,HRE-1144,904 Reed Grove,Teresahaven,OK,Senior Housing,300000,500000,30233,0.0605
HRE-1144-P8,HRE-1144,815 Matthew Shoal,Evansburgh,KS,Senior Housing,3800000,6250000,349219,0.0559
HRE-1145-P1,HRE-1145,876 Campbell Shore,Velazquezland,MN,Medical Office,10900000,16000000,898934,0.0562
HRE-1146-P1,HRE-1146,925 Miller Key,Cannonview,NE,Skilled Nursing,14800000,21400000,1208003,0.0564
HRE-1147-P1,HRE-1147,252 Gibson Meadow,Marcburgh,DC,Life Science,8000000,11700000,725171,0.062
HRE-1148-P1,HRE-1148,880 Michael Burg,East Jesus,DE,Life Science,5900000,9800000,636159,0.0649
HRE-1149-P1,HRE-1149,149 Ferguson Park,East Michael,WV,Life Science,7500000,11200000,661334,0.059
HRE-1150-P1,HRE-1150,775 Terry Via,South Vanessashire,DC,Senior Housing,17400000,23900000,1538581,0.0644
HRE-1151-P1,HRE-1151,933 Melanie Crossing,Howardstad,NC,Skilled Nursing,12250000,18000000,1152163,0.064
HRE-1151-P2,HRE-1151,127 Jones Meadows,Port David,NH,Skilled Nursing,20600000,30300000,1710823,0.0565
HRE-1151-P3,HRE-1151,795 Kirby Estates,Dustinchester,NC,Skilled Nursing,10650000,15700000,870232,0.0554
HRE-1151-P4,HRE-1151,824 Carpenter Mill,Port Brandon,OR,Skilled Nursing,3300000,4850000,284272,0.0586
HRE-1151-P5,HRE-1151,835 Walker Ramp,Moralesburgh,CA,Skilled Nursing,3900000,5750000,360889,0.0628
HRE-1151-P6,HRE-1151,433 Smith Hills,Louisland,TX,Skilled Nursing,8800000,12900000,801247,0.0621
HRE-1151-P7,HRE-1151,670 James Pines,South Sandra,MD,Skilled Nursing,10700000,15750000,952079,0.0604
HRE-1152-P1,HRE-1152,381 Greene Brook,Boydchester,UT,Life Science,5700000,9600000,533476,0.0556
HRE-1153-P1,HRE-1153,627 Samuel Crescent,East Ronald,HI,Life Science,1200000,1850000,102576,0.0554
HRE-1153-P2,HRE-1153,464 Osborn Plaza,East Jimmy,WI,Life Science,700000,1100000,67598,0.0615
HRE-1153-P3,HRE-1153,306 Blevins Cove,Josephmouth,TN,Life Science,450000,650000,38954,0.0599
HRE-1153-P4,HRE-1153,310 Martin Ridge,East Susan,PW,Life Science,500000,800000,50373,0.063
HRE-1153-P5,HRE-1153,806 Solomon Plain,West Richard,AL,Life Science,1650000,2600000,160971,0.0619
HRE-1153-P6,HRE-1153,685 Olsen Via,New Sydneybury,CA,Life Science,5500000,8650000,552951,0.0639
HRE-1153-P7,HRE-1153,565 Todd Glens,North Thomas,KY,Life Science,5100000,7950000,465991,0.0586
HRE-1153-P8,HRE-1153,809 Erica Stravenue,Sarahfurt,SC,Life Science,3900000,6100000,374269,0.0614
HRE-1154-P1,HRE-1154,296 Brown Valley,West Evan,MO,Senior Housing,4550000,6850000,422256,0.0616
HRE-1154-P2,HRE-1154,235 Daniel Curve,South Dianeburgh,GA,Senior Housing,1400000,2100000,125877,0.0599
HRE-1154-P3,HRE-1154,825 Tina Unions,Banksside,OK,Senior Housing,6500000,9800000,591541,0.0604
HRE-1154-P4,HRE-1154,613 Berry Light,Lake Christopher,MA,Senior Housing,1100000,1650000,105359,0.0639
HRE-1155-P1,HRE-1155,236 Holloway Cliffs,Feliciaport,UT,Skilled Nursing,10600000,16800000,1063713,0.0633
HRE-1156-P1,HRE-1156,421 Stacie Cove,Rodriguezmouth,AZ,Life Science,6700000,10400000,590395,0.0568
HRE-1157-P1,HRE-1157,130 Christopher Fields,West Denise,IN,Medical Office,10200000,15700000,972892,0.062
HRE-1158-P1,HRE-1158,263 Deleon Forks,Kellyfurt,HI,Skilled Nursing,2950000,4500000,266857,0.0593
HRE-1158-P2,HRE-1158,935 Catherine Forges,Lake Kelsey,FL,Skilled Nursing,11450000,17650000,1041181,0.059
HRE-1158-P3,HRE-1158,465 Carlson Alley,Lake Davidshire,OK,Skilled Nursing,4800000,7400000,472194,0.0638
HRE-1158-P4,HRE-1158,860 Barrett Harbor,Lawrencestad,OH,Skilled Nursing,15200000,23350000,1420071,0.0608
HRE-1158-P5,HRE-1158,712 Diana Mall,South Kathleenport,DE,Skilled Nursing,2950000,4500000,275230,0.0612
HRE-1159-P1,HRE-1159,923 Hood Islands,Port Amyport,NJ,Skilled Nursing,13000000,18600000,1176596,0.0633
HRE-1160-P1,HRE-1160,921 Beth Village,Fuentesview,IA,Skilled Nursing,7900000,13000000,821087,0.0632
HRE-1161-P1,HRE-1161,384 Ortiz Lock,Lorifurt,GU,Medical Office,2600000,4250000,255987,0.0602
HRE-1161-P2,HRE-1161,906 Stevens Key,East Marilyn,KY,Medical Office,4350000,7150000,451927,0.0632
HRE-1161-P3,HRE-1161,578 Harris Trail,Phillipmouth,AL,Medical Office,5750000,9450000,530388,0.0561
HRE-1161-P4,HRE-1161,762 David Divide,Port Michellestad,OH,Medical Office,4500000,7450000,448936,0.0603
HRE-1161-P5,HRE-1161,634 Smith Creek,Lake Davidfort,FL,Medical Office,7500000,12250000,788154,0.0643
HRE-1161-P6,HRE-1161,252 Gina Course,Danielton,HI,Medical Office,1500000,2450000,141310,0.0577
HRE-1162-P1,HRE-1162,604 Sullivan Shore,Port Kellyshire,WA,Skilled Nursing,20500000,31600000,2019366,0.0639
HRE-1163-P1,HRE-1163,918 Aaron Points,North Jay,MP,Life Science,10550000,15750000,959430,0.0609
HRE-1163-P2,HRE-1163,337 Dana Green,South Tracystad,NH,Life Science,350000,550000,34820,0.0633
HRE-1163-P3,HRE-1163,140 Mark Fords,Kelleyhaven,IN,Life Science,350000,550000,30798,0.056
HRE-1163-P4,HRE-1163,383 Jake Islands,Wattsview,DC,Life Science,1100000,1650000,94229,0.0571
HRE-1163-P5,HRE-1163,757 Robert Village,Lake Jessica,CT,Life Science,9600000,14350000,910730,0.0635
HRE-1164-P1,HRE-1164,654 Jenkins Mount,Richardshaven,DE,Skilled Nursing,3900000,5650000,347838,0.0616
HRE-1164-P2,HRE-1164,216 Hatfield Pass,New Linda,SD,Skilled Nursing,9500000,13750000,862281,0.0627
HRE-1164-P3,HRE-1164,854 Jill Isle,New Heatherbury,MS,Skilled Nursing,10500000,15250000,970395,0.0636
HRE-1164-P4,HRE-1164,494 Amanda Centers,Lake Tammie,NE,Skilled Nursing,12400000,17950000,1016752,0.0566
HRE-1164-P5,HRE-1164,111 Waller Harbors,Donnaborough,NY,Skilled Nursing,10000000,14500000,910901,0.0628
HRE-1165-P1,HRE-1165,204 Taylor Overpass,Danielville,LA,Senior Housing,2400000,3450000,193037,0.056
HRE-1165-P2,HRE-1165,230 Myers Tunnel,Port Sonya,GU,Senior Housing,800000,1150000,65334,0.0568
HRE-1165-P3,HRE-1165,580 Alvarado Estate,Wilsonside,NM,Senior Housing,200000,300000,19203,0.064
HRE-1165-P4,HRE-1165,130 Patel Prairie,Chloechester,FL,Senior Housing,13350000,19350000,1196601,0.0618
HRE-1165-P5,HRE-1165,885 Mullins Falls,Lake Nicholas,PW,Senior Housing,2250000,3250000,188446,0.058
HRE-1166-P1,HRE-1166,840 Ibarra Greens,South Lorimouth,DC,Skilled Nursing,8100000,12200000,783754,0.0642
HRE-1167-P1,HRE-1167,621 Troy Turnpike,New Michelle,LA,Senior Housing,13500000,19900000,1106694,0.0556
HRE-1168-P1,HRE-1168,447 Adkins Port,Blairport,MT,Senior Housing,10500000,15200000,879396,0.0579
HRE-1169-P1,HRE-1169,372 Sherri Vista,Weststad,ND,Medical Office,6600000,9900000,614581,0.0621
HRE-1170-P1,HRE-1170,549 Cox Valleys,Brianville,NV,Skilled Nursing,11500000,18300000,1025530,0.056
HRE-1171-P1,HRE-1171,177 Young Corners,Port Catherine,WI,Medical Office,15100000,24300000,1505163,0.0619
HRE-1172-P1,HRE-1172,886 Valenzuela Wells,North Alvinmouth,SD,Senior Housing,8600000,13600000,807616,0.0594
HRE-1173-P1,HRE-1173,470 Ashley Crossing,East Michael,MH,Medical Office,8600000,13900000,806084,0.058
HRE-1174-P1,HRE-1174,895 Leah Squares,West Tinaside,AS,Life Science,9000000,12300000,679282,0.0552
HRE-1175-P1,HRE-1175,309 Cole Center,Ryanmouth,MT,Life Science,9300000,13500000,765887,0.0567
HRE-1176-P1,HRE-1176,630 Morris Wells,Lake Alanland,KY,Skilled Nursing,5000000,6900000,389396,0.0564
HRE-1177-P1,HRE-1177,226 Steven Freeway,Sarahmouth,OH,Skilled Nursing,11900000,17750000,988236,0.0557
HRE-1177-P2,HRE-1177,776 Mcclure Hill,Nicolechester,PR,Skilled Nursing,1250000,1850000,109019,0.0589
HRE-1177-P3,HRE-1177,704 Haley Parkway,Christophershire,NM,Skilled Nursing,650000,1000000,61438,0.0614
HRE-1177-P4,HRE-1177,155 Christopher Lodge,New Christophershire,AR,Skilled Nursing,4750000,7100000,437341,0.0616
HRE-1177-P5,HRE-1177,647 Day Streets,New Christineburgh,OK,Skilled Nursing,500000,700000,39688,0.0567
HRE-1177-P6,HRE-1177,406 Martinez Skyway,Fernandezmouth,NV,Skilled Nursing,11350000,16950000,1006094,0.0594
HRE-1178-P1,HRE-1178,417 Mario Valley,Amberfurt,NY,Life Science,13900000,20400000,1252352,0.0614
HRE-1179-P1,HRE-1179,944 Snyder Circle,New Hayley,FM,Skilled Nursing,5200000,7800000,494748,0.0634
HRE-1180-P1,HRE-1180,734 Rachel Shores,Middletontown,TN,Senior Housing,12300000,19200000,1099624,0.0573
HRE-1181-P1,HRE-1181,856 Patricia Meadows,Courtneyborough,HI,Life Science,2450000,3350000,207542,0.062
HRE-1181-P2,HRE-1181,379 James Lake,Russelltown,WA,Life Science,3150000,4300000,242517,0.0564
HRE-1181-P3,HRE-1181,869 Jonathan Common,North Lisaport,NY,Life Science,11000000,15050000,874911,0.0581
HRE-1181-P4,HRE-1181,915 Brandon Mountain,West Stephen,MO,Life Science,17300000,23700000,1442462,0.0609
HRE-1182-P1,HRE-1182,788 Fields Plains,South Josephland,RI,Medical Office,13350000,21150000,1220353,0.0577
HRE-1182-P2,HRE-1182,571 Amanda Burg,North Haroldtown,ME,Medical Office,650000,1000000,55437,0.0554
HRE-1182-P3,HRE-1182,394 Lozano Prairie,Montgomerytown,KS,Medical Office,1750000,2800000,176514,0.063
HRE-1182-P4,HRE-1182,796 Mackenzie Vista,West Michael,CA,Medical Office,3200000,5100000,311535,0.0611
HRE-1182-P5,HRE-1182,136 Robert Neck,Vanceland,TX,Medical Office,2050000,3250000,203232,0.0625
HRE-1182-P6,HRE-1182,885 Kennedy Valley,Jameschester,GA,Medical Office,3600000,5750000,318850,0.0555
HRE-1182-P7,HRE-1182,709 Johnson Lake,East Karenport,OK,Medical Office,6050000,9600000,620975,0.0647
HRE-1182-P8,HRE-1182,639 Elizabeth Spur,Port Gerald,KY,Medical Office,3750000,5900000,378756,0.0642
HRE-1183-P1,HRE-1183,939 Taylor Spurs,Jameschester,KS,Senior Housing,1900000,3050000,188549,0.0618
HRE-1183-P2,HRE-1183,899 Vasquez Highway,Ethanberg,AL,Senior Housing,1050000,1700000,104008,0.0612
HRE-1183-P3,HRE-1183,601 Cruz Centers,Lake Nicholashaven,AK,Senior Housing,2900000,4700000,278556,0.0593
HRE-1183-P4,HRE-1183,869 Steven Union,Patricialand,RI,Senior Housing,1450000,2350000,136946,0.0583
HRE-1183-P5,HRE-1183,417 Anderson Ports,North Kariview,GA,Senior Housing,5800000,9300000,571650,0.0615
HRE-1184-P1,HRE-1184,486 Joyce Well,Lake Jay,SC,Skilled Nursing,7900000,11900000,717549,0.0603
HRE-1185-P1,HRE-1185,558 Vernon Estate,Chelseachester,UT,Skilled Nursing,12400000,19400000,1069975,0.0552
HRE-1186-P1,HRE-1186,622 Morton Keys,Keithside,MP,Medical Office,13000000,18600000,1058602,0.0569
HRE-1187-P1,HRE-1187,646 Walker Streets,Leonardport,CA,Senior Housing,4600000,6950000,413250,0.0595
HRE-1187-P2,HRE-1187,813 Nicole Mission,Johnberg,MI,Senior Housing,7000000,10600000,603606,0.0569
HRE-1187-P3,HRE-1187,901 Morris Lock,Stephanieside,PA,Senior Housing,4050000,6150000,390751,0.0635
HRE-1187-P4,HRE-1187,599 Thomas Shore,Youngview,OH,Senior Housing,1850000,2750000,160783,0.0585
HRE-1187-P5,HRE-1187,570 Melissa Drives,Port Tamara,MT,Senior Housing,8550000,12950000,804823,0.0621
HRE-1187-P6,HRE-1187,560 Phillips Cape,Brooksburgh,AK,Senior Housing,6100000,9250000,567190,0.0613
HRE-1187-P7,HRE-1187,154 Brock Flats,Kennethtown,MA,Senior Housing,7100000,10750000,595446,0.0554
HRE-1188-P1,HRE-1188,126 Anderson Trail,Turnerburgh,MD,Skilled Nursing,8200000,12400000,694595,0.056
HRE-1189-P1,HRE-1189,699 Diane Tunnel,Pattersonhaven,CT,Life Science,18500000,25700000,1444364,0.0562
HRE-1190-P1,HRE-1190,504 Paul Stream,Chadview,DC,Skilled Nursing,17600000,26300000,1517772,0.0577
HRE-1191-P1,HRE-1191,550 Bianca Center,South Sandra,AS,Skilled Nursing,6250000,9050000,510691,0.0564
HRE-1191-P2,HRE-1191,948 Lopez Street,New Ryanberg,WV,Skilled Nursing,100000,100000,5974,0.0597
HRE-1191-P3,HRE-1191,290 Klein Road,Mollyfort,WA,Skilled Nursing,950000,1350000,83252,0.0617
HRE-1191-P4,HRE-1191,401 Allen Mountains,Ericland,HI,Skilled Nursing,700000,1000000,63682,0.0637
HRE-1191-P5,HRE-1191,254 Flores Drives,East Vanessa,MI,Skilled Nursing,1450000,2100000,134694,0.0641
HRE-1191-P6,HRE-1191,286 Kelly Passage,Mccartymouth,WI,Skilled Nursing,1350000,2000000,110729,0.0554
HRE-1191-P7,HRE-1191,633 Michael Rapids,East Debra,FL,Skilled Nursing,4850000,7050000,395177,0.0561
HRE-1191-P8,HRE-1191,208 Mills Run,Thomastown,OR,Skilled Nursing,1800000,2600000,158049,0.0608
HRE-1192-P1,HRE-1192,630 Patel Greens,Brendaville,MH,Life Science,10900000,16100000,1009098,0.0627
HRE-1193-P1,HRE-1193,989 Craig Hills,Frankport,GA,Medical Office,7700000,11000000,624837,0.0568
HRE-1194-P1,HRE-1194,290 Michele Key,Lake Lisamouth,RI,Life Science,1450000,2100000,134085,0.0639
HRE-1194-P2,HRE-1194,783 Amanda Isle,West Ryanshire,FL,Life Science,2200000,3250000,199201,0.0613
HRE-1194-P3,HRE-1194,135 Emily Burgs,Kingtown,NV,Life Science,4500000,6650000,384082,0.0578
HRE-1194-P4,HRE-1194,566 Hall Cliffs,North Ryan,OK,Life Science,6350000,9350000,581412,0.0622
HRE-1194-P5,HRE-1194,382 Cynthia Court,Henryport,NY,Life Science,350000,550000,31628,0.0575
HRE-1195-P1,HRE-1195,801 Sara Manor,Blackwellside,GA,Skilled Nursing,14000000,23300000,1445741,0.062
HRE-1196-P1,HRE-1196,552 Chase Center,West Jeremyburgh,MH,Senior Housing,9700000,13700000,778648,0.0568
HRE-1197-P1,HRE-1197,750 Jocelyn Mission,Travisfort,NM,Life Science,5300000,7700000,425214,0.0552
HRE-1198-P1,HRE-1198,118 Gomez Parkways,Mckenzieport,RI,Medical Office,11400000,16300000,900064,0.0552
HRE-1199-P1,HRE-1199,236 Leslie Prairie,Coxtown,ME,Medical Office,8600000,13400000,825689,0.0616
